,1-2年以内其它应收款(元),1-2年以内应收帐款(元),1-2年以内预付货款(元),1年以内其它应收款(元),1年以内应收帐款(元),1年以内预付货款(元),2-3年以内其它应收款(元),2-3年以内应收帐款(元),2-3年以内预付货款(元),3年以内其它应收款(元),3年以内应收帐款(元),3年以内预付货款(元),date,id,name,三项费用比重,主营业务利润(元),主营业务利润率(%),主营业务成本率(%),主营业务收入增长率(%),主营利润比重,产权比率(%),净利润增长率(%),净资产增长率(%),净资产报酬率(%),净资产收益率(%),利息支付倍数,加权净资产收益率(%),加权每股收益(元),固定资产净值率(%),固定资产周转率(次),固定资产比重(%),存货周转天数(天),存货周转率(次),应收账款周转天数(天),应收账款周转率(次),总资产(元),总资产净利润率(%),总资产利润率(%),总资产周转天数(天),总资产周转率(次),总资产增长率(%),成本费用利润率(%),扣除非经常性损益后的净利润(元),扣除非经常性损益后的每股收益(元),投资收益率(%),摊薄每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股收益_调整后(元),每股未分配利润(元),每股经营性现金流(元),每股资本公积金(元),流动比率,流动资产周转天数(天),流动资产周转率(次),清算价值比率(%),现金比率(%),现金流量比率(%),短期债券投资(元),短期其它经营性投资(元),短期股票投资(元),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),经营现金净流量对销售收入比率(%),股东权益与固定资产比率(%),股东权益周转率(次),股东权益比率(%),股息发放率(%),股本报酬率(%),营业利润率(%),调整后的每股净资产(元),负债与所有者权益比率(%),资产报酬率(%),资产的经营现金流量回报率(%),资产负债率(%),资本化比率(%),资本固定化比率(%),速动比率,销售净利率(%),销售毛利率(%),长期债券投资(元),长期债务与营运资金比率(%),长期其它经营性投资(元),长期股票投资(元),长期负债比率(%),长期资产与长期资金比率(%),非主营比重
703,--,--,--,--,--,--,--,--,--,--,--,--,2007-3-31,600111,北方稀土,10.7368,174567880.36,33.1914,65.9428,147.2985,142.4872,68.8821,2962.2382,16.9703,6.0998,5.03,1698.9028,--,0.16,--,--,--,121.1469,0.7429,31.4103,2.8653,2648245340.3,3.3599,3.5476,478.4689,0.1881,30.9435,30.0396,--,--,--,0.2327,3.8154,3.23,0.16,0.787,0.085,1.174,1.3397,238.6635,0.3771,242.0406,37.2754,3.4066,--,--,--,0.365,0.0309,0.0652,--,0.3233,58.1584,0.0106,23.2732,22.3931,--,71.9441,3.5476,0.0129,41.8416,3.3997,84.3799,0.8822,17.8628,28.3171,--,0.1585,--,41794117.85,2.0468,81.5112,4.4729
704,2435672.87,24026566.79,61898133.83,--,--,--,1722321.43,423037.01,2120076.39,6088294.3,15510195.15,--,2007-6-30,600111,北方稀土,10.6815,365672453.09,33.1755,65.868,94.947,252.1471,66.8264,211.3337,12.1744,31.2495,6.147,1054.9579,6.147,0.197,67.0598,1.2934,30.0222,102.8513,1.7501,33.4262,5.385,2556379231.02,3.3801,3.6364,449.1018,0.4008,10.2446,16.9757,165481315.32,--,4.4209,0.2303,3.7255,3.211,0.197,0.772,0.3926,1.1743,1.4359,229.1242,0.7856,246.51,37.1856,16.6698,--,--,--,1.705,0.1506,0.1438,195.9484,0.6852,58.828,0.2049,116.4186,20.9184,--,69.987,18.3835,0.062,41.172,3.4789,79.2076,1.0609,8.4337,32.2667,0,0.1308,--,41071880.38,2.1204,76.452,-57.8326
705,--,--,--,--,--,--,--,--,--,--,--,--,2007-9-30,600111,北方稀土,9.6138,573198787.73,34.6094,64.3633,88.4671,176.5486,66.5319,292.8863,20.4119,14.4204,13.26,1549.4978,0,0.461,--,--,--,117.4679,2.2985,35.3329,7.6416,2794298871.93,8.2873,8.5093,467.7755,0.5772,19.3184,26.1362,0,0.651,--,0.589,4.0847,3.474,0.461,1.0354,0.7344,1.1745,1.5049,245.3653,1.1004,247.5748,46.8172,28.4293,--,--,--,1.2468,0.2588,0.179,--,0.9851,59.0089,0.0769,58.903,24.0328,--,69.466,8.5093,0.1061,40.9911,3.1827,74.2909,1.0692,14.3568,34.8111,--,0.103,--,42738659.89,1.9398,71.9265,-21.5662
706,29101221.03,11805580.3,45846347.03,--,--,--,2788635.24,4202928.58,3616848.34,12812879.64,30901521.04,--,2008-12-31,600111,北方稀土,11.0374,712102575.99,22.0837,77.2861,29.0036,267.5917,153.1213,-43.1498,15.6839,38.1867,10.326,396.9595,10.715,0.209,71.9186,2.1841,27.3438,116.358,3.0939,43.1546,8.3421,5774900832.49,4.8332,3.966,529.0228,0.6805,55.9681,9.2776,154919708.26,0.192,--,0.2837,2.7428,2.029,0.209,0.4605,-0.2529,0.3822,1.1011,320.6841,1.1226,164.3235,40.0113,-6.1511,--,--,--,-0.8914,-0.0573,-0.0633,140.233,1.5621,38.3451,0.3038,104.7382,7.5182,--,160.7897,14.6427,-0.0354,61.6549,3.128,95.7439,0.8603,7.1028,22.5021,4500000,0.2131,--,48548410.8,1.2382,92.749,8.6852
707,--,--,--,--,--,--,--,--,--,--,--,--,2008-3-31,600111,北方稀土,9.7035,246692070.42,34.6846,64.8774,35.2323,131.5728,74.3329,67.986,34.508,7.618,7.99,1986.3171,--,0.326,--,--,--,167.9104,0.536,41.3489,2.1766,3713939514.06,4.2559,4.2494,469.2388,0.1918,40.2415,35.1398,--,0.31,--,0.391,5.132,4.09,0.326,1.4287,0.0789,1.2851,1.4029,263.5432,0.3415,234.3304,32.8228,2.1534,--,--,--,0.2018,0.0194,0.0448,--,0.3569,55.7807,0.1107,39.0958,25.1541,--,79.2735,4.2494,0.0086,44.2193,2.8475,79.1065,0.7876,22.1892,35.1226,8500000,0.1019,--,49829474.85,1.6349,76.854,5.2367
708,1534329.31,8771825.93,95560570.63,--,--,--,1898152.79,6957216.76,16484031.87,5978484.29,25453056.77,--,2008-6-30,600111,北方稀土,11.2314,469398650.35,36.3143,63.2252,17.2706,136.341,106.1666,231.4551,43.4673,38.5192,14.331,1394.5215,15.12,0.306,72.7115,0.9343,30.5891,200.6242,0.8972,44.4324,4.0511,4555355027.48,7.4623,6.7639,574.8962,0.3131,78.1956,35.5526,234525872.26,0.29,--,0.3816,2.6724,2.136,0.306,0.5572,-0.1078,0.3927,1.2474,339.1747,0.5307,190.1355,40.382,-3.9021,--,--,--,-0.2824,-0.0363,-0.0673,154.8367,0.6349,47.3631,0.184,102.9389,25.4238,--,111.1347,18.2439,-0.0191,52.6369,2.7373,82.216,0.7943,23.8371,36.7748,2500000,0.1101,--,50052841.19,1.3329,79.9656,5.0213
709,--,--,--,--,--,--,--,--,--,--,--,--,2008-9-30,600111,北方稀土,9.8382,641033231.5,25.8188,73.3978,49.9106,157.1903,113.5795,49.881,32.9443,16.2575,16.005,885.6756,0,0.349,--,--,--,126.3749,2.1365,55.844,4.8349,4802526851.63,8.3804,7.4207,462.4872,0.5838,71.8688,19.5493,0,0.334,--,0.4414,2.7152,2.18,0.349,0.5998,-0.1124,0.3927,1.182,269.7303,1.001,184.8572,27.2683,-3.7372,--,--,--,-0.2547,-0.0348,-0.0366,--,1.2093,45.6447,0.1953,44.1422,15.9507,--,119.0837,7.4207,-0.0189,54.3553,2.6953,88.1119,0.8138,14.3539,26.6022,4500000,0.1374,--,100241982.33,1.2643,85.737,3.5283
710,27559675.61,16650170.82,22369212.51,--,--,--,16620879.04,4675485.34,382503.43,12396051.97,31768801.76,--,2009-12-31,600111,北方稀土,18.0069,580582832,22.3908,76.7526,-19.5873,334.6469,151.8874,-52.079,12.7219,33.6049,3.288,250.8519,3.347,0.069,70.2143,1.5726,26.5895,203.7697,1.7667,49.2672,7.3071,6463520046.15,1.7936,1.6981,849.6578,0.4237,11.9243,6.9976,12586398.32,0.016,--,0.1359,3.0917,2.1008,0.069,0.5143,-0.2451,0.382,1.2542,538.4385,0.6686,164.6541,45.1897,-6.0512,--,--,--,-1.8029,-0.0499,-0.0763,145.2389,1.1009,38.6183,0.1552,103.8972,3.9564,--,158.9446,12.9776,-0.0306,61.3817,17.2765,94.6366,0.8097,4.2328,23.2474,0,0.6271,0,46600597.94,8.0653,78.2867,39.3616
711,--,--,--,--,--,--,--,--,--,--,--,--,2009-3-31,600111,北方稀土,28.3627,-21859161.73,-5.8351,103.3874,-47.3292,21.1258,161.0352,-166.2303,2.4455,-4.925,-5.06,-314.1178,0,-0.098,--,0.4745,0,230.7692,0.39,76.8902,1.1705,5709470505.05,-1.8203,-1.8307,1380.3681,0.0652,53.7308,-20.582,0,-0.116,--,-0.1295,2.6288,1.93,-0.098,0.3628,0.1269,0.3825,1.062,866.2175,0.1039,161.2052,48.3874,3.0607,--,--,--,--,0.0286,0.2734,--,0.1728,37.172,-0.6722,-12.9466,-31.8267,--,169.0198,-1.8307,0.0179,62.828,3.2593,101.5809,0.7074,-27.9016,-3.3874,4500000,0.3447,0,47142915.2,1.2523,98.2701,-14.6088
712,17424549.98,20374230.52,13384524.53,--,--,--,5875481.51,4774292.27,2924931.86,13073877.94,30695677.22,--,2009-6-30,600111,北方稀土,24.7813,87889280.02,9.7142,88.6478,-30.0052,-88.5836,160.4092,-135.3568,5.193,25.4498,-4.261,-73.2937,-4.19,-0.083,70.52,0.5617,26.9513,239.936,0.7502,62.4198,2.8837,6093665074.93,-1.8358,-1.7878,1180.3279,0.1525,33.7693,-9.5302,-84582198.28,-0.105,--,-0.1349,2.8112,1.953,-0.083,0.3773,0.1909,0.3897,1.2261,750,0.24,161.6788,59.3338,4.8631,--,--,--,--,0.0403,0.1703,138.1949,0.4035,37.2453,-0.7144,71.544,-13.2604,0,168.4906,9.4788,0.0253,62.7547,17.2012,97.2796,0.8037,-12.041,11.3522,4500000,0.6579,0,49289514.15,7.7376,80.5464,-17.7674
713,--,--,--,--,--,--,--,--,--,--,--,--,2009-9-30,600111,北方稀土,21.1322,271521461.55,17.3414,81.3143,-36.9368,-3197.1923,152.3593,-108.1105,7.1785,-1.2303,-0.837,90.533,--,-0.017,--,--,--,241.4811,1.1181,54.9193,4.9163,6113646145.54,-0.4863,-0.4728,1025.0569,0.2634,27.3006,-0.5226,-34223445.28,-0.042,--,-0.0358,2.9101,2.02,-0.017,0.4436,-0.271,0.3897,1.2998,652.1739,0.414,165.0957,53.5446,-7.2727,--,--,--,--,-0.0581,-0.1397,--,0.6861,38.4297,-2.0449,-3.5801,-2.2297,--,160.2152,-0.4728,-0.0358,61.5703,19.5656,93.7922,0.8085,-1.846,18.6857,--,0.6336,--,46230406.57,9.348,75.4412,-269.3358
714,7567894.75,8905069.32,5241459.06,--,--,--,11114255.45,8653666,4560089.5,30262265.79,32504885.95,--,2010-12-31,600111,北方稀土,12.1666,2546748981.25,48.4363,50.7598,102.7777,138.2512,100.1598,1149.2261,71.1151,51.9145,31.07,1780.6997,36.659,0.93,68.6267,2.9458,21.061,230.9913,1.5585,27.0019,13.3324,8789581171,17.9779,15.5991,522.1932,0.6894,35.9875,54.9738,745650632.29,0.924,8.6965,1.6983,5.2904,2.99,0.93,1.3201,1.1686,0.3961,1.5312,316.0112,1.1392,193.295,53.0178,28.1611,--,--,--,0.6881,0.2088,0.1794,230.7292,1.5539,48.594,0.0239,274.6495,34.6523,--,105.7868,25.2273,0.1073,51.406,17.8471,85.6851,0.9428,26.0767,49.2402,0,0.5214,0,147683849.55,10.5566,70.3928,1.5508
715,--,--,--,--,--,--,--,--,--,--,--,--,2010-3-31,600111,北方稀土,12.3462,391000581.91,39.9222,59.2912,161.4412,141.9277,115.4273,--,27.3805,7.6074,7.03,1194.1187,--,0.159,--,--,--,213.5231,0.4215,25.9995,3.4616,6025055904.3,3.2936,3.4134,573.9796,0.1568,5.5274,38.8388,125348924.86,0.155,--,0.2547,3.3485,2.26,0.159,0.6733,0.0334,0.382,1.2738,340.5221,0.2643,186.0992,36.9483,1.0389,--,--,--,0.1313,0.0081,0.0276,--,0.3767,44.8697,0.0828,25.4735,27.5948,--,122.8674,3.4134,0.0045,55.1303,16.1579,100.3812,0.773,20.9984,40.7088,--,0.7319,--,46667052.45,8.6472,84.1617,1.9644
716,26265450.43,19919609.72,12700983.51,--,--,--,13079259.58,4932955.62,2904096.16,11583935.59,34227407.22,--,2010-6-30,600111,北方稀土,10.2315,963545777.62,41.3855,57.7299,157.3328,131.1232,114.636,--,31.6613,45.2849,17.599,1534.5358,19.032,0.438,68.36,1.354,25.9215,177.0608,1.0166,21.1444,8.5129,6636743702.93,8.5029,8.3919,506.4716,0.3554,8.9122,45.8447,348757259.44,0.432,0.1539,0.6899,3.7012,2.491,0.438,0.9027,0.3974,0.382,1.293,291.215,0.6181,187.4808,36.6099,12.0866,--,--,--,0.5761,0.0879,0.1378,173.6973,0.8491,45.0249,0.0588,167.6103,31.1874,--,122.0994,20.3895,0.0483,54.9751,20.5098,107.2365,0.8445,23.9217,42.2701,0,0.9913,0,246742895.96,11.6171,85.2426,1.2183
717,--,--,--,--,--,--,--,--,--,--,--,--,2010-9-30,600111,北方稀土,10.2775,1598352290.92,43.5474,55.3817,134.418,129.5525,103.2472,--,64.185,24.3607,26.69,1635.8082,0,0.749,--,--,--,207.8842,1.2988,22.7985,11.8429,8089243652.64,12.9144,11.6167,535.2895,0.5044,32.3146,50.3725,597718936.74,0.74,--,1.1639,4.7779,2.81,0.749,1.2135,0.4665,0.3864,1.4142,315.8634,0.8548,189.3129,40.7858,11.874,--,--,--,0.4008,0.089,0.1026,--,1.1554,47.6863,0.0575,116.3937,33.308,--,109.704,11.6167,0.0466,52.3137,17.3663,93.4102,0.8857,25.6023,44.6183,--,0.617,--,118110044.77,10.0217,77.1883,0.9732
718,--,--,--,--,--,--,--,--,--,--,--,--,2011-12-31,600111,北方稀土,7.0019,8233061672.16,71.4163,27.2131,119.2545,113.1607,61.2126,309.0752,112.5329,72.2394,61.75,5760.9927,84.667,2.8723,68.5494,5.8828,14.0437,491.6018,0.7323,15.5492,23.1523,14726632888.36,47.7017,38.0862,367.1596,0.9805,67.5465,177.3486,3485265547.67,2.878,--,4.6315,7.4959,4.65,2.8723,3.1077,1.6084,0.1214,2.0392,237.5297,1.5156,255.5599,51.844,39.3925,--,--,--,0.3473,0.3448,0.169,438.9268,1.7272,61.6415,0.0019,541.5007,63.0305,--,62.2283,44.5295,0.1323,38.3585,6.3169,51.1518,0.705,48.6527,72.7869,--,0.1191,--,157732943.04,4.1564,47.9206,0.1921
719,--,--,--,--,--,--,--,--,--,--,--,--,2011-3-31,600111,北方稀土,6.5215,1042072119.01,49.247,49.9788,116.0506,112.0756,89.8122,253.1438,85.0576,14.5171,16.65,3299.624,18.203,0.599,--,--,--,181.5248,0.4958,19.1677,4.6954,9754319986.83,7.833,7.4457,394.3909,0.2282,61.8959,76.7198,474974052.33,0.588,--,0.8996,6.1967,3.6,0.599,1.9194,0.7769,0.3961,1.7161,239.2344,0.3762,205.765,64.0563,17.5916,--,--,--,0.8636,0.132,0.2964,--,0.4563,51.289,0.0345,89.958,42.7939,--,94.9735,7.4457,0.0643,48.711,15.6452,72.673,1.0725,34.3228,50.0212,--,0.3634,--,149132592.69,9.5126,61.3031,2.766
720,6335356.58,5635074.24,12649243.95,--,--,--,10081486.81,5261904.37,5797399.04,27783405.21,28843213.3,--,2011-6-30,600111,北方稀土,4.7815,4192014074.93,70.1108,28.7364,156.8107,107.0707,88.3276,438.4454,121.2206,59.208,47.74,7358.9531,58.522,1.632,67.0699,3.219,14.8657,306.4351,0.5874,24.9225,7.2224,12537192934.05,28.1231,23.9198,321.0273,0.5607,88.9058,188.8654,1954895780.66,1.614,--,2.4763,5.4586,3.419,1.632,2.1123,1.0211,0.1212,1.7664,207.8042,0.8662,205.7723,46.2808,25.1779,--,--,--,0.4123,0.2086,0.2068,354.6891,1.0989,52.727,0.0061,323.1927,64.879,--,89.6563,31.2186,0.0986,47.273,12.305,58.4176,0.9767,50.1556,71.2636,--,0.2464,--,152541453.36,7.3984,51.2293,0.9891
721,--,--,--,--,--,--,--,--,--,--,--,--,2011-9-30,600111,北方稀土,4.5749,7553644969.97,74.8611,23.765,174.9093,106.1148,65.8545,451.2631,125.6283,59.5189,59.111,8000.3818,--,2.584,--,--,--,439.1672,0.6148,18.8256,14.3422,14508115675.83,44.4699,35.7058,311.7063,0.8662,79.3507,237.4225,3102242003.84,2.562,--,4.2776,7.1869,4.372,2.584,3.0642,1.7432,0.1212,2.1343,206.5325,1.3073,243.9689,57.7941,43.714,--,--,--,0.4075,0.3637,0.2092,--,1.5554,59.9907,0.002,427.7572,70.0039,--,66.6926,35.7058,0.1455,40.0093,9.3957,48.2715,0.9271,51.3392,76.235,--,0.1648,--,185492687.29,6.221,43.7361,0.8253
722,9276460.37,34537987.38,17590728.14,--,--,--,277946.98,2657648.68,2742537.46,36543475.55,29546532.2,--,2012-12-31,600111,北方稀土,11.7349,3709537715.6,40.1389,58.7092,-19.834,176.9837,76.2939,-70.1767,9.4314,27.5588,22.48,1012.2979,23.642,0.6236,67.2254,4.3465,12.3757,473.9961,0.7595,19.0664,18.8814,17649866918.52,10.333,9.4773,630.5833,0.5709,19.85,31.677,1460134730.41,0.6029,--,0.6906,4.1014,2.7745,0.6236,1.3222,-0.4058,0.0607,1.6461,421.8915,0.8533,225.0946,42.0476,-13.9747,--,--,--,-0.5876,-0.1274,-0.1064,454.786,0.9722,56.283,0.1352,113.0307,21.8872,--,77.6735,15.5109,-0.0557,43.717,5.2058,61.1237,0.5526,18.0998,41.2908,--,0.12,--,162839993.77,3.0909,57.9417,3.2629
723,--,--,--,--,--,--,--,--,--,--,--,--,2012-3-31,600111,北方稀土,5.389,2150527316.71,60.2352,38.8569,68.724,108.6131,73.6085,115.4134,112.7883,14.6962,17.64,4400.8335,19.352,0.997,--,--,--,442.2604,0.2035,45.9982,1.9566,18569012664.57,9.3976,8.4253,419.5804,0.2145,90.3671,122.8211,1190627449.12,0.983,--,1.2919,8.7906,5.65,0.997,4.1043,-0.5516,0.1214,2.007,302.7245,0.2973,230.272,45.5408,-9.6238,--,--,--,-0.427,-0.0843,-0.1871,--,0.362,57.3298,0.0062,129.1877,54.8828,--,74.4294,8.4253,-0.036,42.6702,7.7556,43.569,0.9936,43.8206,61.1431,--,0.128,--,158856622.38,4.8201,40.19,1.1041
724,4827647.5,11290445.5,13495104.02,--,--,--,3178266.2,1487277.45,3277019.16,32559866.53,28419391.24,--,2012-6-30,600111,北方稀土,6.6321,2985103591.07,47.4041,51.253,5.3187,122.4511,65.9952,-38.5609,53.6117,28.2708,23.143,2256.7632,25.005,0.648,66.7401,3.0483,12.1574,370.0658,0.4864,14.3944,12.5049,16972064332.99,11.6249,10.8559,453.0581,0.3973,35.3737,65.3622,1550930973.39,0.64,--,0.7607,4.1925,2.8,0.648,1.5269,0.5614,0.0607,2.0644,315.4021,0.5707,245.4396,68.4663,23.4168,--,--,--,0.738,0.1994,0.2159,492.133,0.6549,59.8305,0.1218,118.5261,38.3024,--,67.1388,16.9146,0.0801,40.1695,8.1003,49.0949,0.9149,29.259,48.747,--,0.1448,--,246652330.54,5.2736,45.1181,1.1228
725,--,--,--,--,--,--,--,--,--,--,--,--,2012-9-30,600111,北方稀土,8.1822,3522861244.81,42.6383,55.819,-18.1167,128.5257,68.9325,-59.956,17.6803,20.2529,24.47,1807.0196,27.063,0.698,--,--,--,400.6529,0.6739,34.2231,7.8894,17420945283.05,12.9053,11.9073,525.2918,0.514,20.0772,50.6148,1651479192.68,0.682,--,0.8565,4.2288,2.85,0.698,1.5764,0.0972,0.0607,1.9502,362.0274,0.7458,238.748,39.3803,3.802,--,--,--,0.1135,0.0328,0.0285,--,0.8553,58.7932,0.1226,85.6455,32.5857,--,70.0877,11.9073,0.0135,41.2068,7.8267,52.2141,0.8049,25.1068,44.181,--,0.1478,--,251576000.6,4.9923,48.1275,1.9521
726,15366078.08,77550776.86,125772143.38,--,--,--,2971042.58,15628373.13,6608227.42,36723925.74,30387422.88,--,2013-12-31,600111,北方稀土,14.821,3046159972.51,35.9559,63.6303,-8.3298,252.065,78.6417,-43.2018,3.5874,21.1984,20.13,457.7718,21.79,0.6499,64.9031,3.798,12.3326,508.4028,0.7081,25.0116,14.3933,18462926827.52,5.2618,5.1459,767.2634,0.4692,4.6066,18.0873,1458470668.15,0.6022,--,0.3923,4.2486,3.2288,0.6499,1.7119,0.4685,0.0633,1.7256,527.5498,0.6824,220.8846,52.1718,14.7751,--,--,--,1.1942,0.1388,0.1339,451.9277,0.8378,55.7346,0.0619,90.0633,12.286,--,79.4217,11.8149,0.0615,44.2654,3.8602,50.6493,0.7443,11.2145,36.3697,--,0.0742,--,151428936.47,2.2378,48.6941,13.3568
727,--,--,--,--,--,--,--,--,--,--,--,--,2013-3-31,600111,北方稀土,16.1469,646413954.58,28.1555,71.6078,-35.6939,228.4757,88.8492,-87.44,-4.8312,1.9395,3.52,372.1821,3.584,0.101,--,--,--,438.1694,0.2054,41.8916,2.1484,19253770288.13,1.0649,1.0206,723.4727,0.1244,3.6876,14.005,--,0.1,--,0.0811,4.1829,2.88,0.101,1.4235,-0.1563,0.0607,1.6028,492.6108,0.1827,207.3548,34.5855,-4.4765,--,--,--,-1.9264,-0.0415,-0.1649,--,0.2288,52.6197,--,8.113,11.9621,--,90.043,1.0206,-0.0197,47.3803,5.1095,56.264,0.6191,8.5589,28.3922,--,0.107,--,161772031.97,2.8334,53.3892,2.5529
728,34729941.36,25010157.7,23918597.13,--,--,--,7239458.62,7321142.56,5965199.59,27004896.24,28751847.34,--,2013-6-30,600111,北方稀土,13.0276,1618910385.26,33.5062,66.2029,-23.2719,277.8021,101.9032,-75.2674,-3.6317,16.433,14.42,391.5677,14.67,0.434,64.91,2.2389,10.7049,426.6414,0.4219,40.8914,4.4019,19913426825.25,2.4263,2.2884,699.5725,0.2573,17.3306,15.1672,1021007229.73,0.4215,--,0.1881,4.0403,3.0092,0.434,1.5562,0.4139,0.0607,1.5285,481.1548,0.3741,193.8115,47.2076,10.7481,--,--,--,2.1998,0.099,0.2075,459.0515,0.49,49.1412,0.1883,66.3938,11.1325,0,103.4953,8.0754,0.0503,50.8588,6.186,57.8131,0.7272,9.4314,33.7971,--,0.1309,--,160524260.61,3.2403,54.2368,7.3997
729,--,--,--,--,--,--,--,--,--,--,--,--,2013-9-30,600111,北方稀土,12.9114,2132306177.66,31.5377,68.1235,-18.1679,240.7423,83.2437,-67.3275,-2.3457,6.7761,17.498,430.8407,18.473,0.547,--,--,--,429.1163,0.6292,24.2762,11.122,18483145460.47,3.7514,3.6669,721.5393,0.3742,6.0973,16.0988,1284161172.38,0.53,--,0.2798,4.1296,3.12,0.547,1.6688,0.8742,0.0611,1.6539,486.3988,0.5551,214.724,53.8848,27.3985,--,--,--,3.124,0.2496,0.3132,--,0.6783,54.1146,0.1056,27.9825,12.2065,--,84.793,3.6669,0.1146,45.8854,5.6456,57.0151,0.7547,10.0242,31.8765,--,0.1184,--,154264881.41,3.2379,53.7963,6.0693
730,13093168.83,182936672.72,14379377.78,--,--,--,114350712.19,41945161.03,3078897.95,39023321.09,39683929.38,--,2014-12-31,600111,北方稀土,19.3332,1894065884.86,32.4447,67.2154,-31.0921,443.5556,67.1202,-72.27,-1.3717,16.1907,7.74,241.8448,7.858,0.265,62.0298,2.5768,13.1921,662.9834,0.543,69.9178,5.1489,17086200820.2,1.4822,1.5419,1096.2241,0.3284,-7.4567,8.4185,613639004.14,0.253,--,0.1088,4.1903,3.4284,0.265,1.9051,0.2879,0.0685,1.7892,775.1938,0.4644,242.644,31.0806,10.4942,--,--,--,2.6469,0.1005,0.1195,450.2642,0.5712,59.3994,0.9229,67.844,6.3382,--,68.3519,9.6172,0.0408,40.6006,1.6189,51.2059,0.7482,4.5129,32.7846,--,0.0318,--,25293254.08,0.9775,50.3769,13.1372
731,--,--,--,--,--,--,--,--,--,--,--,--,2014-3-31,600111,北方稀土,25.9693,300384894.03,27.6976,71.836,-52.7622,1250.7791,67.1727,-92.0898,1.7192,0.1508,0.879,130.4308,0.883,0.029,--,--,--,868.7259,0.1036,63.4921,1.4175,17314410461.01,0.0869,0.0898,1485.1485,0.0606,-10.0726,2.2534,67245104.66,0.028,--,0.0064,4.2549,3.26,0.029,1.7406,0.0138,0.0633,1.8479,1048.951,0.0858,241.6516,43.4942,0.5121,--,--,--,2.1434,0.0048,0.0307,--,0.1053,59.5195,3.768,0.6418,1.9655,--,68.0123,0.0898,0.0019,40.4805,3.8809,51.3427,0.6946,1.4332,28.164,--,0.0754,--,150409035.06,2.4032,49.3501,7.963
732,23913417.18,209897209.47,144783069.24,--,--,--,9264130.68,52822847.45,1910467.81,35650277.23,39061870.5,--,2014-6-30,600111,北方稀土,22.6615,739978311.45,31.0291,68.6602,-50.6426,696.8255,73.7962,-83.9928,0.8454,14.1296,3.65,172.2434,3.53,0.115,62.9557,1.0546,13.0174,819.299,0.2197,53.3824,3.3719,17251695989.82,0.4085,0.4228,1348.3146,0.1335,-13.3665,4.8596,252772941.96,0.104,--,0.0301,4.0744,3.1443,0.115,1.6268,0.0261,0.0633,1.7352,949.8681,0.1895,228.8548,38.448,0.9194,--,--,--,0.8658,0.0086,0.0265,439.4317,0.2366,57.2026,3.5047,57.5699,2.9467,--,74.8171,8.0825,0.0037,42.7974,4.0162,54.0297,0.6622,3.0587,31.3398,--,0.0818,--,150093445.41,2.3935,51.8597,32.6039
733,--,--,--,--,--,--,--,--,--,--,--,--,2014-9-30,600111,北方稀土,21.3804,1160206348.94,30.5628,69.1377,-43.8535,435.2075,72.2167,-72.2676,-0.1807,1.8826,4.93,212.4689,4.89,0.164,--,--,--,759.9212,0.3553,58.5594,4.6107,17309544264.48,1.0508,1.0859,1272.3845,0.2122,-6.3496,7.7326,360697039.94,--,--,0.0776,4.1221,3.3211,0.164,1.8035,0.1733,0.0633,1.7731,899.7001,0.3001,231.7086,44.5272,6.1766,--,--,--,2.2327,0.0573,0.1105,--,0.3745,57.6792,1.2669,7.7602,5.7403,--,73.3728,1.0859,0.0242,42.3208,4.0009,52.713,0.7079,4.9512,30.8623,--,0.0792,--,27102019.3,2.4038,50.604,19.115
734,24094430.42,97502226.44,5253625.57,--,--,--,4564150.92,160118619.87,3026006.02,153020002.26,46286593.99,--,2015-12-31,600111,北方稀土,14.1351,1487766387.83,22.7181,76.5198,12.1788,404.1325,44.3111,-78.1228,-2.3926,16.2638,3.92,352.3705,3.931,0.09,60.8499,2.8055,16.609,423.0317,0.851,69.5424,5.1767,14537629092.97,0.3645,0.3965,869.1453,0.4142,-14.916,6.1493,264746961.3,0.0729,--,0.0159,2.7267,2.2889,0.0897,0.9382,0.7455,0.0429,2.1259,583.2793,0.6172,--,53.2804,61.703,--,--,--,46.9923,0.5848,0.4136,410.2732,0.6531,68.1423,0.9729,44.3464,4.2763,--,46.7518,11.0825,0.1863,31.8577,--,52.5489,1.0188,0.8801,23.4802,--,--,--,60407394.9,--,--,30.359
735,--,--,--,--,--,--,--,--,--,--,--,--,2015-3-31,600111,北方稀土,14.8571,439537033.92,25.98,73.3146,55.9984,216.5497,63.0998,819.6296,-0.1328,1.3889,0.9,481.7155,0.908,0.031,--,--,--,487.5406,0.1846,80.1782,1.1225,16916743643.06,0.8408,0.845,904.5226,0.0995,-2.2967,13.4987,67762597.75,--,--,0.059,4.2492,3.46,0.031,1.9364,0.3177,0.0685,1.8593,628.9308,0.1431,251.9251,39.7582,12.16,--,--,--,5.3823,0.1161,0.4548,--,0.1655,60.8377,1.7009,5.9018,11.178,--,64.3717,0.845,0.0455,39.1623,1.5968,50.0669,0.829,8.449,26.6854,--,0.0307,--,24777062.07,0.9872,49.2674,6.5747
